From Date,To Date,PM10,NO,NO2,NOx,SO2
16-04-2016 00:00,17-04-2016 00:00,218.3,13.34,3.63,9.7,7.34
17-04-2016 00:00,18-04-2016 00:00,208.28,3.13,3.14,4.54,8.17
18-04-2016 00:00,19-04-2016 00:00,203.35,4.41,0.99,3.97,5.57
19-04-2016 00:00,20-04-2016 00:00,172.76,5.96,4.43,9.79,6.69
20-04-2016 00:00,21-04-2016 00:00,182.61,207.33,164.58,208.52,6.69
21-04-2016 00:00,22-04-2016 00:00,135.76,14.8,11.97,19.24,4.67
22-04-2016 00:00,23-04-2016 00:00,104.46,22.08,7.24,24.42,5.51
23-04-2016 00:00,24-04-2016 00:00,91.17,6.95,9.58,13.56,4.05
24-04-2016 00:00,25-04-2016 00:00,77.91,7.71,9.13,14,3.41
25-04-2016 00:00,26-04-2016 00:00,107.34,11.24,9.19,16.95,3.69
26-04-2016 00:00,27-04-2016 00:00,79.47,9.73,16.01,14.12,3.25
27-04-2016 00:00,28-04-2016 00:00,None,None,None,None,None
28-04-2016 00:00,29-04-2016 00:00,None,None,None,None,None
29-04-2016 00:00,30-04-2016 00:00,None,None,None,None,None
30-04-2016 00:00,01-05-2016 00:00,None,None,None,None,None
01-05-2016 00:00,02-05-2016 00:00,None,None,None,None,None
02-05-2016 00:00,03-05-2016 00:00,None,None,None,None,None
03-05-2016 00:00,04-05-2016 00:00,None,None,None,None,None
04-05-2016 00:00,05-05-2016 00:00,None,None,None,None,None
05-05-2016 00:00,06-05-2016 00:00,None,None,None,None,None
06-05-2016 00:00,07-05-2016 00:00,None,None,None,None,None
07-05-2016 00:00,08-05-2016 00:00,None,None,None,None,None
08-05-2016 00:00,09-05-2016 00:00,None,None,None,None,None
09-05-2016 00:00,10-05-2016 00:00,None,None,None,None,None
10-05-2016 00:00,11-05-2016 00:00,None,None,None,None,None
11-05-2016 00:00,12-05-2016 00:00,None,None,None,None,None
12-05-2016 00:00,13-05-2016 00:00,None,None,None,None,None
13-05-2016 00:00,14-05-2016 00:00,None,None,None,None,None
14-05-2016 00:00,15-05-2016 00:00,None,None,None,None,None
15-05-2016 00:00,16-05-2016 00:00,None,None,None,None,None
16-05-2016 00:00,17-05-2016 00:00,None,None,None,None,None
17-05-2016 00:00,18-05-2016 00:00,None,None,None,None,None
18-05-2016 00:00,19-05-2016 00:00,None,None,None,None,None
19-05-2016 00:00,20-05-2016 00:00,None,None,None,None,None
20-05-2016 00:00,21-05-2016 00:00,None,None,None,None,None
21-05-2016 00:00,22-05-2016 00:00,None,None,None,None,None
22-05-2016 00:00,23-05-2016 00:00,None,None,None,None,None
23-05-2016 00:00,24-05-2016 00:00,None,None,None,None,None
24-05-2016 00:00,25-05-2016 00:00,None,None,None,None,None
25-05-2016 00:00,26-05-2016 00:00,None,None,None,None,None
26-05-2016 00:00,27-05-2016 00:00,None,None,None,None,None
27-05-2016 00:00,28-05-2016 00:00,None,None,None,None,None
28-05-2016 00:00,29-05-2016 00:00,None,None,None,None,None
29-05-2016 00:00,30-05-2016 00:00,None,None,None,None,None
30-05-2016 00:00,31-05-2016 00:00,None,None,None,None,None
31-05-2016 00:00,01-06-2016 00:00,None,None,None,None,None
01-06-2016 00:00,02-06-2016 00:00,None,None,None,None,None
02-06-2016 00:00,03-06-2016 00:00,None,None,None,None,None
03-06-2016 00:00,04-06-2016 00:00,None,None,None,None,None
04-06-2016 00:00,05-06-2016 00:00,None,None,None,None,None
05-06-2016 00:00,06-06-2016 00:00,None,None,None,None,None
06-06-2016 00:00,07-06-2016 00:00,None,None,None,None,None
07-06-2016 00:00,08-06-2016 00:00,None,None,None,None,None
08-06-2016 00:00,09-06-2016 00:00,None,None,None,None,None
09-06-2016 00:00,10-06-2016 00:00,None,None,None,None,None
10-06-2016 00:00,11-06-2016 00:00,None,None,None,None,None
11-06-2016 00:00,12-06-2016 00:00,None,None,None,None,None
12-06-2016 00:00,13-06-2016 00:00,None,None,None,None,None
13-06-2016 00:00,14-06-2016 00:00,None,None,None,None,None
14-06-2016 00:00,15-06-2016 00:00,None,None,None,None,None
15-06-2016 00:00,16-06-2016 00:00,None,None,None,None,None
16-06-2016 00:00,17-06-2016 00:00,None,None,None,None,None
17-06-2016 00:00,18-06-2016 00:00,82.27,13.82,38.57,26.82,2.39
18-06-2016 00:00,19-06-2016 00:00,82.89,16.49,35.77,27.5,3.52
19-06-2016 00:00,20-06-2016 00:00,101.5,15.67,37.95,27.06,3.75
20-06-2016 00:00,21-06-2016 00:00,88.71,21.93,44.78,35.21,4.24
21-06-2016 00:00,22-06-2016 00:00,53.44,18.4,36.08,28.82,2.75
22-06-2016 00:00,23-06-2016 00:00,None,None,None,None,None
23-06-2016 00:00,24-06-2016 00:00,100.23,7.36,27.54,18.28,2.42
24-06-2016 00:00,25-06-2016 00:00,59.61,11.63,30.52,22.02,3.78
25-06-2016 00:00,26-06-2016 00:00,None,None,None,None,None
26-06-2016 00:00,27-06-2016 00:00,None,None,None,None,None
27-06-2016 00:00,28-06-2016 00:00,94.72,11.27,29.94,22.2,5.5
28-06-2016 00:00,29-06-2016 00:00,81.76,28.82,42.91,38.13,4.67
29-06-2016 00:00,30-06-2016 00:00,25.18,21.23,34.42,29.73,2.45
30-06-2016 00:00,01-07-2016 00:00,63.21,18.65,33.46,28.11,4.22
01-07-2016 00:00,02-07-2016 00:00,78.57,25.15,35.68,33.64,1.89
02-07-2016 00:00,03-07-2016 00:00,None,None,None,None,None
03-07-2016 00:00,04-07-2016 00:00,85.64,36.91,50.16,47.68,2.77
04-07-2016 00:00,05-07-2016 00:00,148.66,30.78,42.55,40.42,3.25
05-07-2016 00:00,06-07-2016 00:00,112.13,24.82,39.56,35.33,3.44
06-07-2016 00:00,07-07-2016 00:00,99.93,23.28,34.65,32,3.1
07-07-2016 00:00,08-07-2016 00:00,None,None,None,None,None
08-07-2016 00:00,09-07-2016 00:00,114.7,26.58,42.8,37.99,3.47
09-07-2016 00:00,10-07-2016 00:00,94.22,28.42,39.05,37.28,3.96
10-07-2016 00:00,11-07-2016 00:00,None,None,None,None,None
11-07-2016 00:00,12-07-2016 00:00,84.51,16.25,35.02,28.45,3.19
12-07-2016 00:00,13-07-2016 00:00,None,None,None,None,None
13-07-2016 00:00,14-07-2016 00:00,None,None,None,None,None
14-07-2016 00:00,15-07-2016 00:00,72.8,16.17,35.65,28.06,2.76
15-07-2016 00:00,16-07-2016 00:00,39.63,13.86,32.38,25.15,3.36
16-07-2016 00:00,17-07-2016 00:00,34.02,12.97,33.41,25.11,2.78
17-07-2016 00:00,18-07-2016 00:00,46.94,16.47,31.53,26.33,2.36
18-07-2016 00:00,19-07-2016 00:00,35.74,19.23,28.59,26.57,2.31
19-07-2016 00:00,20-07-2016 00:00,None,None,None,None,None
20-07-2016 00:00,21-07-2016 00:00,None,None,None,None,None
21-07-2016 00:00,22-07-2016 00:00,20.17,35.63,79.23,67.97,3.65
22-07-2016 00:00,23-07-2016 00:00,114.6,20.44,43.36,34.29,2.7
23-07-2016 00:00,24-07-2016 00:00,90.98,24.48,33.68,32.26,2.8
24-07-2016 00:00,25-07-2016 00:00,None,None,None,None,None
25-07-2016 00:00,26-07-2016 00:00,116.24,20.36,35.13,29.65,4.75
26-07-2016 00:00,27-07-2016 00:00,None,None,None,None,None
27-07-2016 00:00,28-07-2016 00:00,None,None,None,None,None
28-07-2016 00:00,29-07-2016 00:00,98.43,17,25.85,22.97,0.97
29-07-2016 00:00,30-07-2016 00:00,45.19,13.26,20.72,18.19,0.78
30-07-2016 00:00,31-07-2016 00:00,63.51,12.77,18.08,16.6,1.24
31-07-2016 00:00,01-08-2016 00:00,140.29,9.64,36.95,23.88,2.6
01-08-2016 00:00,02-08-2016 00:00,73.85,8.82,32.74,21.35,1.29
02-08-2016 00:00,03-08-2016 00:00,111,4.92,24.61,15.01,2.77
03-08-2016 00:00,04-08-2016 00:00,76.22,5.88,24.45,15.46,1.3
04-08-2016 00:00,05-08-2016 00:00,55.49,6.44,24.31,15.79,2.4
05-08-2016 00:00,06-08-2016 00:00,None,None,None,None,None
06-08-2016 00:00,07-08-2016 00:00,None,None,None,None,None
07-08-2016 00:00,08-08-2016 00:00,None,None,None,20.17,None
08-08-2016 00:00,09-08-2016 00:00,None,None,None,22.82,None
09-08-2016 00:00,10-08-2016 00:00,None,None,None,21.03,None
10-08-2016 00:00,11-08-2016 00:00,None,None,None,16.33,None
11-08-2016 00:00,12-08-2016 00:00,24,1.03,6.52,16.05,0.69
12-08-2016 00:00,13-08-2016 00:00,None,None,None,None,None
13-08-2016 00:00,14-08-2016 00:00,None,None,None,None,None
14-08-2016 00:00,15-08-2016 00:00,93.45,6.93,29.1,None,2.77
15-08-2016 00:00,16-08-2016 00:00,61.03,5.57,23.28,None,3.68
16-08-2016 00:00,17-08-2016 00:00,55.04,4.3,18.82,None,3.7
17-08-2016 00:00,18-08-2016 00:00,82.51,5.32,26.84,None,4.11
18-08-2016 00:00,19-08-2016 00:00,62.4,6.22,26.87,None,3.78
19-08-2016 00:00,20-08-2016 00:00,16.95,6.7,28.67,None,3.8
20-08-2016 00:00,21-08-2016 00:00,13.83,8.41,34.65,None,4.15
21-08-2016 00:00,22-08-2016 00:00,11.7,5.48,26.78,None,2.89
22-08-2016 00:00,23-08-2016 00:00,31.04,5,22.83,None,3.48
23-08-2016 00:00,24-08-2016 00:00,76.9,4.25,21.79,None,3.53
24-08-2016 00:00,25-08-2016 00:00,74.14,5.04,24,None,3.58
25-08-2016 00:00,26-08-2016 00:00,59.83,4.96,22.85,None,2.79
26-08-2016 00:00,27-08-2016 00:00,53.29,6.26,25.85,None,3.83
27-08-2016 00:00,28-08-2016 00:00,67.14,5.66,28.96,None,3.35
28-08-2016 00:00,29-08-2016 00:00,58.19,6.16,28.73,None,3.33
29-08-2016 00:00,30-08-2016 00:00,59.39,5.12,24.84,None,4.23
30-08-2016 00:00,31-08-2016 00:00,31.7,3.26,16.45,None,3.13
31-08-2016 00:00,01-09-2016 00:00,50.57,6.1,26.11,None,4
01-09-2016 00:00,02-09-2016 00:00,47.98,6.3,26.26,None,4.42
02-09-2016 00:00,03-09-2016 00:00,72.25,8.2,30.27,None,4.62
03-09-2016 00:00,04-09-2016 00:00,75.39,8.54,33.77,None,3.89
04-09-2016 00:00,05-09-2016 00:00,56.87,5.48,25.09,None,3.4
05-09-2016 00:00,06-09-2016 00:00,53.36,4.06,21.5,None,4.23
06-09-2016 00:00,07-09-2016 00:00,64.9,5.82,25.25,None,4.04
07-09-2016 00:00,08-09-2016 00:00,52.55,4.12,21.59,None,3.82
08-09-2016 00:00,09-09-2016 00:00,67.71,5.1,27.36,None,3.17
09-09-2016 00:00,10-09-2016 00:00,55.53,2.91,21.51,None,4.01
10-09-2016 00:00,11-09-2016 00:00,66.19,4.36,25.3,None,3.98
11-09-2016 00:00,12-09-2016 00:00,58.12,5.86,26.36,None,4.09
12-09-2016 00:00,13-09-2016 00:00,62.63,4.92,24.1,None,3.06
13-09-2016 00:00,14-09-2016 00:00,49.32,3.49,17.97,None,4.46
14-09-2016 00:00,15-09-2016 00:00,44.41,4.26,20.66,None,4.62
15-09-2016 00:00,16-09-2016 00:00,40.55,5.75,23.69,None,4.28
16-09-2016 00:00,17-09-2016 00:00,59.24,11.8,39.71,None,4.96
17-09-2016 00:00,18-09-2016 00:00,80.85,11.83,45.04,None,4.55
18-09-2016 00:00,19-09-2016 00:00,79.23,8.39,39.26,None,4.23
19-09-2016 00:00,20-09-2016 00:00,49.4,5.21,28.84,None,4.39
20-09-2016 00:00,21-09-2016 00:00,42.94,3.25,21.31,None,3.59
21-09-2016 00:00,22-09-2016 00:00,33.53,3.9,21.92,None,3.82
22-09-2016 00:00,23-09-2016 00:00,56.22,4.41,22.36,None,6.12
23-09-2016 00:00,24-09-2016 00:00,101.64,5.07,25.31,None,7.64
24-09-2016 00:00,25-09-2016 00:00,105.01,9.18,35.89,None,5.46
25-09-2016 00:00,26-09-2016 00:00,129.15,7.15,31.8,None,6.07
26-09-2016 00:00,27-09-2016 00:00,117.21,7.44,29.58,None,6.3
27-09-2016 00:00,28-09-2016 00:00,99.21,6.05,22.21,None,6.42
28-09-2016 00:00,29-09-2016 00:00,96.33,9.42,22.72,None,7.47
29-09-2016 00:00,30-09-2016 00:00,64.12,7.94,16.65,None,1.76
30-09-2016 00:00,01-10-2016 00:00,121.41,4.98,20.27,None,4.32
01-10-2016 00:00,02-10-2016 00:00,101.54,9.91,23.81,None,5.35
02-10-2016 00:00,03-10-2016 00:00,105,16.45,31.61,None,4.89
03-10-2016 00:00,04-10-2016 00:00,124.43,10.98,27.47,None,4.57
04-10-2016 00:00,05-10-2016 00:00,106.52,10.44,21.33,None,5.28
05-10-2016 00:00,06-10-2016 00:00,93.98,12.86,21.29,None,8.28
06-10-2016 00:00,07-10-2016 00:00,77.47,12.52,21.59,None,9.97
07-10-2016 00:00,08-10-2016 00:00,144.32,16.84,30.75,None,5.03
08-10-2016 00:00,09-10-2016 00:00,89.02,20.62,27.17,None,7.21
09-10-2016 00:00,10-10-2016 00:00,83.63,15.39,20.62,None,7.32
10-10-2016 00:00,11-10-2016 00:00,73.95,14.8,20.46,None,6.31
11-10-2016 00:00,12-10-2016 00:00,68.62,11.71,17.24,None,7.01
12-10-2016 00:00,13-10-2016 00:00,77.37,18.46,27.21,None,7.36
13-10-2016 00:00,14-10-2016 00:00,60.37,25.41,28.96,None,5.13
14-10-2016 00:00,15-10-2016 00:00,None,None,None,None,None
15-10-2016 00:00,16-10-2016 00:00,159.04,41.72,60.56,None,6.16
16-10-2016 00:00,17-10-2016 00:00,154.71,33.82,56.7,None,12.09
17-10-2016 00:00,18-10-2016 00:00,180.69,30.09,52.92,None,5.83
18-10-2016 00:00,19-10-2016 00:00,183.59,27.32,48.91,None,8.57
19-10-2016 00:00,20-10-2016 00:00,188.65,15.3,43.97,None,9.19
20-10-2016 00:00,21-10-2016 00:00,184.07,21.58,55.49,None,7.8
21-10-2016 00:00,22-10-2016 00:00,200.59,31.21,56.03,None,10.32
22-10-2016 00:00,23-10-2016 00:00,205.63,39.02,51.88,None,8.01
23-10-2016 00:00,24-10-2016 00:00,184.8,38.16,55.54,None,5.28
24-10-2016 00:00,25-10-2016 00:00,182.32,41.73,55.31,None,6.25
25-10-2016 00:00,26-10-2016 00:00,219.99,42.02,54.67,None,3
26-10-2016 00:00,27-10-2016 00:00,114.52,18.27,53.8,None,None
27-10-2016 00:00,28-10-2016 00:00,152.51,42.15,77.32,None,6.1
28-10-2016 00:00,29-10-2016 00:00,117.43,64.31,68.61,None,5.68
29-10-2016 00:00,30-10-2016 00:00,138.81,38.69,66.41,None,6.03
30-10-2016 00:00,31-10-2016 00:00,119.11,39.42,49.97,None,5.29
31-10-2016 00:00,01-11-2016 00:00,96.52,43.82,47.01,None,5.38
01-11-2016 00:00,02-11-2016 00:00,None,None,None,None,None
02-11-2016 00:00,03-11-2016 00:00,141.99,49.97,54.58,None,2.59
03-11-2016 00:00,04-11-2016 00:00,110.82,50.74,50.39,None,0.5
04-11-2016 00:00,05-11-2016 00:00,127.28,33.56,40.87,None,4.88
05-11-2016 00:00,06-11-2016 00:00,114.32,21.06,35.28,None,7.87
06-11-2016 00:00,07-11-2016 00:00,65.5,7.77,21.29,None,7.17
07-11-2016 00:00,08-11-2016 00:00,110.5,11.7,33.56,None,1.9
08-11-2016 00:00,09-11-2016 00:00,117.23,21.71,30.08,None,11.92
09-11-2016 00:00,10-11-2016 00:00,120.37,17.82,24.99,None,8.29
10-11-2016 00:00,11-11-2016 00:00,133.61,21.52,27.58,None,10.39
11-11-2016 00:00,12-11-2016 00:00,142.17,33.26,49.11,None,11.96
12-11-2016 00:00,13-11-2016 00:00,131.14,16.05,39.6,None,16.04
13-11-2016 00:00,14-11-2016 00:00,121.71,22.5,44.93,None,None
14-11-2016 00:00,15-11-2016 00:00,73.28,25.88,32.01,None,None
15-11-2016 00:00,16-11-2016 00:00,56.37,17.6,24,None,12.98
16-11-2016 00:00,17-11-2016 00:00,126.83,30.79,47.45,None,9.92
17-11-2016 00:00,18-11-2016 00:00,135.95,23.2,41.83,None,3.18
18-11-2016 00:00,19-11-2016 00:00,133,20.69,37.43,None,0.8
19-11-2016 00:00,20-11-2016 00:00,None,None,None,None,None
20-11-2016 00:00,21-11-2016 00:00,None,None,None,None,None
21-11-2016 00:00,22-11-2016 00:00,185.22,36.12,58.3,None,3.77
22-11-2016 00:00,23-11-2016 00:00,137.33,17.71,31.21,None,None
23-11-2016 00:00,24-11-2016 00:00,169.6,28.04,49.2,None,13.11
24-11-2016 00:00,25-11-2016 00:00,153.56,18.71,37.19,None,6.4
25-11-2016 00:00,26-11-2016 00:00,163.03,30.17,50.42,None,5.15
26-11-2016 00:00,27-11-2016 00:00,161.43,31.53,53.91,None,4.85
27-11-2016 00:00,28-11-2016 00:00,172.52,37.34,55.22,None,4.65
28-11-2016 00:00,29-11-2016 00:00,178.47,47.54,65.55,None,16.62
29-11-2016 00:00,30-11-2016 00:00,196.93,29.94,55.15,None,23.03
30-11-2016 00:00,01-12-2016 00:00,169.63,23.98,45.37,None,6.4
01-12-2016 00:00,02-12-2016 00:00,134.86,17.01,36.84,None,6.26
02-12-2016 00:00,03-12-2016 00:00,76.48,23.08,35.83,None,6.6
03-12-2016 00:00,04-12-2016 00:00,109.13,28.93,40.56,None,7.29
04-12-2016 00:00,05-12-2016 00:00,132.87,26.18,36.04,None,5.34
05-12-2016 00:00,06-12-2016 00:00,128.24,43.42,70.26,None,6.87
06-12-2016 00:00,07-12-2016 00:00,151.36,43.7,100.93,None,5.16
07-12-2016 00:00,08-12-2016 00:00,133.64,36.77,90.65,None,6.13
08-12-2016 00:00,09-12-2016 00:00,131.15,35.34,84.27,None,7.92
09-12-2016 00:00,10-12-2016 00:00,134.21,25.06,72.68,None,7.06
10-12-2016 00:00,11-12-2016 00:00,131.55,28.8,95.77,None,6.67
11-12-2016 00:00,12-12-2016 00:00,136.35,26.25,86.99,None,6.38
12-12-2016 00:00,13-12-2016 00:00,130.44,16.76,62.37,None,6.24
13-12-2016 00:00,14-12-2016 00:00,None,None,None,None,None
14-12-2016 00:00,15-12-2016 00:00,175.89,46.78,107.98,None,9.82
15-12-2016 00:00,16-12-2016 00:00,143.95,36.57,83.28,None,6.59
16-12-2016 00:00,17-12-2016 00:00,136.04,37.07,88.54,None,6.28
17-12-2016 00:00,18-12-2016 00:00,145.62,20.92,98.85,None,9.07
18-12-2016 00:00,19-12-2016 00:00,129.99,17.61,96.71,None,5.44
19-12-2016 00:00,20-12-2016 00:00,146.94,23.17,112.04,None,7.51
20-12-2016 00:00,21-12-2016 00:00,119.26,12.17,77.46,None,5.81
21-12-2016 00:00,22-12-2016 00:00,96.33,9.04,61.2,None,6.01
22-12-2016 00:00,23-12-2016 00:00,59.39,15.65,63.43,None,3.17
23-12-2016 00:00,24-12-2016 00:00,153.91,39.13,170.51,None,8.24
24-12-2016 00:00,25-12-2016 00:00,143.25,26.8,135.56,None,5.95
25-12-2016 00:00,26-12-2016 00:00,147.35,13.49,95.15,None,7.18
26-12-2016 00:00,27-12-2016 00:00,118.6,16.04,97.04,None,5.16
