From Date,To Date,PM10,NO,NO2,NOx,SO2
02-02-2017 00:00,03-02-2017 00:00,82.83,10.89,109.57,None,7.18
03-02-2017 00:00,04-02-2017 00:00,94.46,14.79,105.33,None,4.4
04-02-2017 00:00,05-02-2017 00:00,None,None,None,None,None
05-02-2017 00:00,06-02-2017 00:00,None,None,None,None,None
06-02-2017 00:00,07-02-2017 00:00,48.21,26.51,110.74,None,2.56
07-02-2017 00:00,08-02-2017 00:00,102.99,23.77,145.5,None,9.03
08-02-2017 00:00,09-02-2017 00:00,92.4,16.05,115.63,None,8.31
09-02-2017 00:00,10-02-2017 00:00,102.36,26.23,161.07,None,7.95
10-02-2017 00:00,11-02-2017 00:00,101.98,19.51,130.98,None,10.4
11-02-2017 00:00,12-02-2017 00:00,90.7,24.53,137.73,None,9.95
12-02-2017 00:00,13-02-2017 00:00,81.6,19.34,112.18,None,9.12
13-02-2017 00:00,14-02-2017 00:00,72.32,22.39,115.84,None,9.16
14-02-2017 00:00,15-02-2017 00:00,70.51,13.38,95.38,None,8.33
15-02-2017 00:00,16-02-2017 00:00,78.82,16.18,110.24,None,10.36
16-02-2017 00:00,17-02-2017 00:00,86.74,17.27,121.12,None,9.98
17-02-2017 00:00,18-02-2017 00:00,115.7,15.95,125.68,None,13.65
18-02-2017 00:00,19-02-2017 00:00,98.94,22.96,150.56,None,11.27
19-02-2017 00:00,20-02-2017 00:00,107.97,33.21,186.49,None,11.08
20-02-2017 00:00,21-02-2017 00:00,117.85,47.1,198.36,None,10.17
21-02-2017 00:00,22-02-2017 00:00,125.03,27.98,120.77,None,14.58
22-02-2017 00:00,23-02-2017 00:00,116.95,18.75,83.39,None,28.6
23-02-2017 00:00,24-02-2017 00:00,105.68,21.79,90.01,None,14.95
24-02-2017 00:00,25-02-2017 00:00,92.23,17.89,77.54,None,18.4
25-02-2017 00:00,26-02-2017 00:00,86.26,18.36,76.88,None,13.22
26-02-2017 00:00,27-02-2017 00:00,90.68,16.1,67.39,None,14.72
27-02-2017 00:00,28-02-2017 00:00,85.35,18.4,72.71,None,15.53
28-02-2017 00:00,01-03-2017 00:00,87.58,18.27,72.23,None,14.65
01-03-2017 00:00,02-03-2017 00:00,95.07,19.16,84.34,None,13.63
02-03-2017 00:00,03-03-2017 00:00,83.99,18.23,76.3,None,13.1
03-03-2017 00:00,04-03-2017 00:00,91.47,19.01,71.38,None,14.29
04-03-2017 00:00,05-03-2017 00:00,73.98,20.44,69.11,None,16.04
05-03-2017 00:00,06-03-2017 00:00,78.18,13.13,42.01,None,14.42
06-03-2017 00:00,07-03-2017 00:00,73.11,11.59,37.61,None,14.9
07-03-2017 00:00,08-03-2017 00:00,81.42,16.46,58.2,None,11.14
08-03-2017 00:00,09-03-2017 00:00,86.62,13.53,56.47,None,13.72
09-03-2017 00:00,10-03-2017 00:00,95.11,12.61,54.88,None,10.17
10-03-2017 00:00,11-03-2017 00:00,71.57,7.81,28.46,None,7.13
11-03-2017 00:00,12-03-2017 00:00,49.41,4.69,26.34,None,6.07
12-03-2017 00:00,13-03-2017 00:00,60.94,8.67,34.29,None,8.32
13-03-2017 00:00,14-03-2017 00:00,59.01,5.86,33.15,None,6.8
14-03-2017 00:00,15-03-2017 00:00,71.33,11.17,40.18,None,8.45
15-03-2017 00:00,16-03-2017 00:00,63.24,11.77,39.31,None,10.2
16-03-2017 00:00,17-03-2017 00:00,64.76,8.86,30.24,None,9.6
17-03-2017 00:00,18-03-2017 00:00,52.44,10.01,47.66,None,4.63
18-03-2017 00:00,19-03-2017 00:00,87.32,10.99,53.56,None,14.54
19-03-2017 00:00,20-03-2017 00:00,80.9,7.39,28.34,None,8.39
20-03-2017 00:00,21-03-2017 00:00,52.97,7.76,40.13,None,6.83
21-03-2017 00:00,22-03-2017 00:00,94.31,10.35,52.13,None,11.97
22-03-2017 00:00,23-03-2017 00:00,106.07,22.91,109.3,None,20.35
23-03-2017 00:00,24-03-2017 00:00,101.09,15.6,80.36,None,14.8
24-03-2017 00:00,25-03-2017 00:00,107.33,8.07,76.74,None,17.05
25-03-2017 00:00,26-03-2017 00:00,112.87,12.83,60.62,None,16.89
26-03-2017 00:00,27-03-2017 00:00,117.85,5.69,40.17,None,134.32
27-03-2017 00:00,28-03-2017 00:00,115.52,2.36,24.04,None,None
28-03-2017 00:00,29-03-2017 00:00,57.71,4.73,35.62,None,None
29-03-2017 00:00,30-03-2017 00:00,84.63,2.49,40.37,None,None
30-03-2017 00:00,31-03-2017 00:00,63.76,2.97,34.53,None,None
31-03-2017 00:00,01-04-2017 00:00,96.81,16.32,73.87,None,5.13
01-04-2017 00:00,02-04-2017 00:00,108.74,12.63,63.18,None,3.78
02-04-2017 00:00,03-04-2017 00:00,103.27,7.6,46.68,None,3.75
03-04-2017 00:00,04-04-2017 00:00,106.14,8.6,48.67,None,4.55
04-04-2017 00:00,05-04-2017 00:00,98.83,2.91,32.42,None,3.21
05-04-2017 00:00,06-04-2017 00:00,78.4,2.16,24.22,None,2.94
06-04-2017 00:00,07-04-2017 00:00,50.48,4.19,24.65,None,2.13
07-04-2017 00:00,08-04-2017 00:00,81.29,5.11,29.23,None,4.13
08-04-2017 00:00,09-04-2017 00:00,103.36,12.79,43.86,None,4.26
09-04-2017 00:00,10-04-2017 00:00,88.21,12.03,38.18,None,4.07
10-04-2017 00:00,11-04-2017 00:00,91.32,12.51,36.89,None,4.39
11-04-2017 00:00,12-04-2017 00:00,90.2,9.4,33.63,None,3.75
12-04-2017 00:00,13-04-2017 00:00,84.95,7.18,20.99,None,14.7
13-04-2017 00:00,14-04-2017 00:00,105.05,16.04,53.57,None,7.71
14-04-2017 00:00,15-04-2017 00:00,104.14,12.36,44.66,None,8.19
15-04-2017 00:00,16-04-2017 00:00,104.16,18.25,55.81,None,7.3
16-04-2017 00:00,17-04-2017 00:00,99.5,9.46,33.37,None,8.24
17-04-2017 00:00,18-04-2017 00:00,79.62,9.51,26.67,None,8.24
18-04-2017 00:00,19-04-2017 00:00,66.08,6.42,19.78,None,7.98
19-04-2017 00:00,20-04-2017 00:00,82.71,7.48,20.67,None,7.83
20-04-2017 00:00,21-04-2017 00:00,53.56,9.42,24.61,None,7.5
21-04-2017 00:00,22-04-2017 00:00,80.09,7.67,19.4,None,7.8
22-04-2017 00:00,23-04-2017 00:00,59.99,7.35,15.39,None,9.07
23-04-2017 00:00,24-04-2017 00:00,60.96,5.5,5.29,None,7.47
24-04-2017 00:00,25-04-2017 00:00,None,None,None,None,None
25-04-2017 00:00,26-04-2017 00:00,42.03,6.23,19.72,None,3.31
26-04-2017 00:00,27-04-2017 00:00,121.81,17.79,63.7,None,8.25
27-04-2017 00:00,28-04-2017 00:00,97.25,11.33,39.61,None,8.16
28-04-2017 00:00,29-04-2017 00:00,83.27,9.21,33.51,None,7.77
29-04-2017 00:00,30-04-2017 00:00,76.76,13.31,44.18,None,8.15
30-04-2017 00:00,01-05-2017 00:00,113.29,16.43,57.12,None,8.06
01-05-2017 00:00,02-05-2017 00:00,79.21,11,43.08,None,7.92
02-05-2017 00:00,03-05-2017 00:00,79.82,12.54,47.09,None,8.28
03-05-2017 00:00,04-05-2017 00:00,86.55,11.58,41.32,None,8.53
04-05-2017 00:00,05-05-2017 00:00,90.19,13.6,50.87,None,8.25
05-05-2017 00:00,06-05-2017 00:00,85.3,12.66,48.16,None,8.7
06-05-2017 00:00,07-05-2017 00:00,91.74,11.26,39.61,None,9.15
07-05-2017 00:00,08-05-2017 00:00,74.7,10.72,36.71,None,7.9
08-05-2017 00:00,09-05-2017 00:00,55.42,9.65,31.92,None,7.76
09-05-2017 00:00,10-05-2017 00:00,56.42,9.36,24.84,None,8.29
10-05-2017 00:00,11-05-2017 00:00,73.66,14.52,49.92,None,7.46
11-05-2017 00:00,12-05-2017 00:00,34.89,9.48,28.44,None,5.21
12-05-2017 00:00,13-05-2017 00:00,63.6,14.67,41.01,None,5.42
13-05-2017 00:00,14-05-2017 00:00,74.89,8.81,26.68,None,5.34
14-05-2017 00:00,15-05-2017 00:00,70.19,8.61,21.47,None,5.35
15-05-2017 00:00,16-05-2017 00:00,50.06,7.88,18.68,None,5.3
16-05-2017 00:00,17-05-2017 00:00,66.05,8.1,26.94,None,5.43
17-05-2017 00:00,18-05-2017 00:00,65.67,5.71,23.65,None,5.34
18-05-2017 00:00,19-05-2017 00:00,58.6,12.44,36.74,None,5.13
19-05-2017 00:00,20-05-2017 00:00,47.27,12.13,40.15,None,5.33
20-05-2017 00:00,21-05-2017 00:00,67.37,20.46,53.6,None,4.9
21-05-2017 00:00,22-05-2017 00:00,50.16,12.74,40.53,None,5.42
22-05-2017 00:00,23-05-2017 00:00,71.84,15.58,41.62,None,4.7
23-05-2017 00:00,24-05-2017 00:00,62.12,15.4,47.85,None,6
24-05-2017 00:00,25-05-2017 00:00,56.18,9.4,31.47,None,5.15
25-05-2017 00:00,26-05-2017 00:00,61.32,12.77,33.31,None,4.83
26-05-2017 00:00,27-05-2017 00:00,67.45,15.66,30.87,None,5.3
27-05-2017 00:00,28-05-2017 00:00,44.54,17.53,37.01,None,5.15
28-05-2017 00:00,29-05-2017 00:00,53.04,15.06,26.36,None,5.03
29-05-2017 00:00,30-05-2017 00:00,61.23,15.53,27.91,None,5.03
30-05-2017 00:00,31-05-2017 00:00,56.14,13.13,26.5,None,5.17
31-05-2017 00:00,01-06-2017 00:00,38.24,7.93,24.57,None,2.62
01-06-2017 00:00,02-06-2017 00:00,60.23,10.57,44.15,None,5.89
02-06-2017 00:00,03-06-2017 00:00,59.74,12.52,49.28,None,5.54
03-06-2017 00:00,04-06-2017 00:00,57.36,15.87,54.37,None,5.11
04-06-2017 00:00,05-06-2017 00:00,None,None,None,None,None
05-06-2017 00:00,06-06-2017 00:00,80.15,9.19,49.39,None,7.99
06-06-2017 00:00,07-06-2017 00:00,49.93,9.18,41.57,None,7.18
07-06-2017 00:00,08-06-2017 00:00,33.1,6.77,34,None,6.98
08-06-2017 00:00,09-06-2017 00:00,72.68,6.04,35.88,None,7.2
09-06-2017 00:00,10-06-2017 00:00,81.4,11.51,41.34,None,7.24
10-06-2017 00:00,11-06-2017 00:00,91.31,17.14,52.89,None,7.31
11-06-2017 00:00,12-06-2017 00:00,74.63,19.14,52.76,None,6.93
12-06-2017 00:00,13-06-2017 00:00,61.36,22.71,50.17,None,7.79
13-06-2017 00:00,14-06-2017 00:00,84.58,16.75,46.7,None,7.46
14-06-2017 00:00,15-06-2017 00:00,93.93,15.46,48.93,None,6.5
15-06-2017 00:00,16-06-2017 00:00,111.46,17.13,49.28,None,6.48
16-06-2017 00:00,17-06-2017 00:00,89.23,15.54,41.61,None,6.78
17-06-2017 00:00,18-06-2017 00:00,91.46,16.57,42.36,None,7.23
18-06-2017 00:00,19-06-2017 00:00,91.79,8.76,28.54,None,7.14
19-06-2017 00:00,20-06-2017 00:00,90.29,7.33,29.67,None,7.16
20-06-2017 00:00,21-06-2017 00:00,88.15,3.72,29.19,None,7.31
21-06-2017 00:00,22-06-2017 00:00,114.13,6.31,40.39,None,7.35
22-06-2017 00:00,23-06-2017 00:00,65.33,5.41,30.07,None,7.47
23-06-2017 00:00,24-06-2017 00:00,38.83,19.91,42.14,None,7.46
24-06-2017 00:00,25-06-2017 00:00,119.06,37.25,69.18,None,7.39
25-06-2017 00:00,26-06-2017 00:00,87.56,30.89,63.71,None,7.41
26-06-2017 00:00,27-06-2017 00:00,97.61,26.6,61.01,None,7.31
27-06-2017 00:00,28-06-2017 00:00,110.49,32.89,65.51,None,7.35
28-06-2017 00:00,29-06-2017 00:00,92.73,29.97,54.06,None,7.1
29-06-2017 00:00,30-06-2017 00:00,77.49,43.67,47.6,None,7.35
30-06-2017 00:00,01-07-2017 00:00,108.29,39.26,48.15,None,7.53
01-07-2017 00:00,02-07-2017 00:00,131.84,54.7,57.19,None,7.22
02-07-2017 00:00,03-07-2017 00:00,109.33,46.69,54.55,None,7.13
03-07-2017 00:00,04-07-2017 00:00,89.89,43.18,47.41,None,7.5
04-07-2017 00:00,05-07-2017 00:00,85.05,33.73,39.64,None,7.27
05-07-2017 00:00,06-07-2017 00:00,86.38,30.37,37.34,None,7.49
06-07-2017 00:00,07-07-2017 00:00,79.08,39.3,38.37,None,7.36
07-07-2017 00:00,08-07-2017 00:00,53.29,19.71,22.07,None,3.22
08-07-2017 00:00,09-07-2017 00:00,120.73,45.17,50.63,None,7.42
09-07-2017 00:00,10-07-2017 00:00,108.35,39.84,47.59,None,7.11
10-07-2017 00:00,11-07-2017 00:00,102.31,31.48,42.84,None,7.47
11-07-2017 00:00,12-07-2017 00:00,86.17,43.05,43.11,None,7.66
12-07-2017 00:00,13-07-2017 00:00,77.92,29.38,36.84,None,7.48
13-07-2017 00:00,14-07-2017 00:00,96.21,39.64,44.72,None,7.45
14-07-2017 00:00,15-07-2017 00:00,96.86,30.48,39.16,None,7.48
15-07-2017 00:00,16-07-2017 00:00,112.99,37.26,44.37,None,9.72
16-07-2017 00:00,17-07-2017 00:00,96.7,29.87,41.73,None,13.04
17-07-2017 00:00,18-07-2017 00:00,111.29,24.47,38.26,None,9.25
18-07-2017 00:00,19-07-2017 00:00,81.34,28.95,37.46,None,7.68
19-07-2017 00:00,20-07-2017 00:00,67.51,45.22,42.95,None,7.45
20-07-2017 00:00,21-07-2017 00:00,87.44,33.49,40.89,None,7.61
21-07-2017 00:00,22-07-2017 00:00,104.78,35.47,43.47,None,7.78
22-07-2017 00:00,23-07-2017 00:00,122.86,40.1,47.4,None,7.45
23-07-2017 00:00,24-07-2017 00:00,116.83,33.9,44.04,None,7.75
24-07-2017 00:00,25-07-2017 00:00,110.63,21.24,39.44,None,7.47
25-07-2017 00:00,26-07-2017 00:00,98.1,19.39,36.46,None,7.34
26-07-2017 00:00,27-07-2017 00:00,106.37,21.78,39.14,None,7.2
27-07-2017 00:00,28-07-2017 00:00,94.22,25.45,38.95,None,7.29
28-07-2017 00:00,29-07-2017 00:00,76.2,20.23,34.4,None,6.95
29-07-2017 00:00,30-07-2017 00:00,89.17,21.1,36.22,None,7.28
30-07-2017 00:00,31-07-2017 00:00,89.3,25.71,35.56,None,7.05
31-07-2017 00:00,01-08-2017 00:00,91.66,22.16,36.28,None,7.39
01-08-2017 00:00,02-08-2017 00:00,85.75,14.58,31.2,None,7.05
02-08-2017 00:00,03-08-2017 00:00,89.59,16.69,31.85,None,7.31
03-08-2017 00:00,04-08-2017 00:00,73.97,20.58,33.46,None,6.88
04-08-2017 00:00,05-08-2017 00:00,60.25,21.74,33.18,None,7.39
05-08-2017 00:00,06-08-2017 00:00,78.63,26.08,37.12,None,7.41
06-08-2017 00:00,07-08-2017 00:00,82.47,19.57,34.76,None,7.18
07-08-2017 00:00,08-08-2017 00:00,88.46,19.72,38.02,None,7.29
08-08-2017 00:00,09-08-2017 00:00,102.47,17.51,36.4,None,7.37
09-08-2017 00:00,10-08-2017 00:00,90.31,44.53,45.5,None,7.45
10-08-2017 00:00,11-08-2017 00:00,72.57,30.96,39.51,None,7.39
11-08-2017 00:00,12-08-2017 00:00,67.78,29.08,42.73,None,6.91
12-08-2017 00:00,13-08-2017 00:00,65.45,19.62,38.65,None,7.26
13-08-2017 00:00,14-08-2017 00:00,116.98,27.65,39.69,None,7.24
14-08-2017 00:00,15-08-2017 00:00,115.95,23.32,42.29,None,7.09
15-08-2017 00:00,16-08-2017 00:00,64.23,30.29,39.56,None,7.32
16-08-2017 00:00,17-08-2017 00:00,60.23,19.28,29.86,None,6.81
17-08-2017 00:00,18-08-2017 00:00,73.9,26.87,88.17,None,6.24
18-08-2017 00:00,19-08-2017 00:00,55.2,21.88,47.72,None,7.33
19-08-2017 00:00,20-08-2017 00:00,50.87,27.25,37.45,None,7.42
20-08-2017 00:00,21-08-2017 00:00,63.7,37.65,39.34,None,7.4
21-08-2017 00:00,22-08-2017 00:00,88.29,31.4,35.74,None,7.33
22-08-2017 00:00,23-08-2017 00:00,86.38,27.83,33.7,None,7.54
23-08-2017 00:00,24-08-2017 00:00,74.37,19.28,33.09,None,7.37
24-08-2017 00:00,25-08-2017 00:00,62.36,26.12,35.32,None,6.82
25-08-2017 00:00,26-08-2017 00:00,50.7,18.32,30.62,None,7.13
26-08-2017 00:00,27-08-2017 00:00,70.57,25.89,31.7,None,6.98
27-08-2017 00:00,28-08-2017 00:00,48.4,28.58,32.63,None,7.04
28-08-2017 00:00,29-08-2017 00:00,89.18,39.86,38.42,None,7.83
29-08-2017 00:00,30-08-2017 00:00,103.19,38.54,38.11,None,7.16
30-08-2017 00:00,31-08-2017 00:00,90.56,23.83,31.53,None,7.03
31-08-2017 00:00,01-09-2017 00:00,116.25,18.9,32.5,None,7.16
01-09-2017 00:00,02-09-2017 00:00,89.68,31.4,34.44,None,7.38
02-09-2017 00:00,03-09-2017 00:00,81.99,62.6,49.03,None,7.24
03-09-2017 00:00,04-09-2017 00:00,59.57,41.25,44.64,None,7.01
04-09-2017 00:00,05-09-2017 00:00,96.34,51.62,47.46,None,6.45
05-09-2017 00:00,06-09-2017 00:00,92.67,30.54,37.94,None,6.99
06-09-2017 00:00,07-09-2017 00:00,44.76,38.61,41.04,None,7.39
07-09-2017 00:00,08-09-2017 00:00,103.57,36.63,47.6,None,6.94
08-09-2017 00:00,09-09-2017 00:00,70.58,29.35,45.81,None,7.23
09-09-2017 00:00,10-09-2017 00:00,84.64,33.14,49.19,None,7.1
10-09-2017 00:00,11-09-2017 00:00,96.23,58.45,54.09,None,7.11
11-09-2017 00:00,12-09-2017 00:00,115.32,39.9,62.58,None,7.26
12-09-2017 00:00,13-09-2017 00:00,101.65,28.64,60.87,None,7.11
13-09-2017 00:00,14-09-2017 00:00,109.74,25.38,58.73,None,6.93
14-09-2017 00:00,15-09-2017 00:00,87.87,18.48,43.54,None,7.19
15-09-2017 00:00,16-09-2017 00:00,76.2,27.88,52.76,None,7.21
16-09-2017 00:00,17-09-2017 00:00,88.87,30.23,55.7,None,7.02
17-09-2017 00:00,18-09-2017 00:00,51.57,27.99,51.23,None,7.45
18-09-2017 00:00,19-09-2017 00:00,66.41,21.84,43.5,None,7.31
19-09-2017 00:00,20-09-2017 00:00,88.08,18.84,41.52,None,7.11
20-09-2017 00:00,21-09-2017 00:00,81.38,13.82,38.39,None,7.62
21-09-2017 00:00,22-09-2017 00:00,62.33,14.62,33.71,None,6.3
22-09-2017 00:00,23-09-2017 00:00,77.45,15.87,40.87,None,6.65
23-09-2017 00:00,24-09-2017 00:00,93.03,25.88,54.98,None,7.4
24-09-2017 00:00,25-09-2017 00:00,107.9,28.29,57.58,None,7.07
25-09-2017 00:00,26-09-2017 00:00,53.02,19.02,48.9,None,7.48
26-09-2017 00:00,27-09-2017 00:00,78.39,13.98,40.04,None,6.49
27-09-2017 00:00,28-09-2017 00:00,46.48,26.11,55.42,None,7.12
28-09-2017 00:00,29-09-2017 00:00,59.27,7.54,33.5,None,4.49
29-09-2017 00:00,30-09-2017 00:00,71.1,17.86,54.89,None,7.11
30-09-2017 00:00,01-10-2017 00:00,71.61,16.22,44.91,None,7.21
01-10-2017 00:00,02-10-2017 00:00,60.88,12.83,53.22,None,6.98
02-10-2017 00:00,03-10-2017 00:00,55,12.6,48.74,None,6.95
03-10-2017 00:00,04-10-2017 00:00,77.03,13.41,45.98,None,7.11
04-10-2017 00:00,05-10-2017 00:00,62.8,7.68,38.3,30.17,7.36
05-10-2017 00:00,06-10-2017 00:00,44.96,35.24,69.83,55.55,6.94
06-10-2017 00:00,07-10-2017 00:00,58.23,20.67,54.73,39.35,7.02
07-10-2017 00:00,08-10-2017 00:00,85.86,24.12,51.62,40.06,7.44
08-10-2017 00:00,09-10-2017 00:00,70.52,17.42,44.37,32.1,6.55
09-10-2017 00:00,10-10-2017 00:00,80.28,11.77,37.27,24.75,7.38
10-10-2017 00:00,11-10-2017 00:00,75.79,20.74,47.39,34.69,6.47
11-10-2017 00:00,12-10-2017 00:00,58.5,30.2,53.91,44.51,6.97
12-10-2017 00:00,13-10-2017 00:00,55.74,20.42,52.21,37.58,6.87
13-10-2017 00:00,14-10-2017 00:00,48.3,23.27,51.03,39.15,6.74
14-10-2017 00:00,15-10-2017 00:00,43.58,23.39,44.32,36.02,7.2
15-10-2017 00:00,16-10-2017 00:00,47.65,32.28,56.17,46.96,7
16-10-2017 00:00,17-10-2017 00:00,80.92,24.96,45.51,36.52,6.55
17-10-2017 00:00,18-10-2017 00:00,126.06,45.4,66.91,60.98,6.83
18-10-2017 00:00,19-10-2017 00:00,184.49,41.94,67.7,57.47,7.02
19-10-2017 00:00,20-10-2017 00:00,191.21,30.17,56.96,46.24,7.85
20-10-2017 00:00,21-10-2017 00:00,264.19,29.9,56.44,46.99,7.26
21-10-2017 00:00,22-10-2017 00:00,134.16,16.94,45.14,32.43,8.83
22-10-2017 00:00,23-10-2017 00:00,120.24,16.89,43.77,33.48,9.13
23-10-2017 00:00,24-10-2017 00:00,126.72,20.73,53.67,38.58,9.13
24-10-2017 00:00,25-10-2017 00:00,181.16,55.78,105.12,85.04,9.25
25-10-2017 00:00,26-10-2017 00:00,123.25,45.99,82.32,67.94,8.05
26-10-2017 00:00,27-10-2017 00:00,88.81,46.95,71.39,63.19,6.87
27-10-2017 00:00,28-10-2017 00:00,87.96,38.47,65.77,55.28,5.94
28-10-2017 00:00,29-10-2017 00:00,93.19,42.45,73.48,61.47,6.58
29-10-2017 00:00,30-10-2017 00:00,99.4,39.07,72.27,58.82,5.86
30-10-2017 00:00,31-10-2017 00:00,84.45,29.1,61.98,47.72,5.9
31-10-2017 00:00,01-11-2017 00:00,93.16,40.53,74.41,31.75,6.1
01-11-2017 00:00,02-11-2017 00:00,37.3,10.83,24.6,31.26,2.65
02-11-2017 00:00,03-11-2017 00:00,47.9,15.79,32.35,46.51,3.05
03-11-2017 00:00,04-11-2017 00:00,107.97,36.26,68.98,55.79,6.32
04-11-2017 00:00,05-11-2017 00:00,82.29,47.15,79.41,67.02,6.04
05-11-2017 00:00,06-11-2017 00:00,48.45,54.1,69.51,66.56,6.31
06-11-2017 00:00,07-11-2017 00:00,34.77,30.73,55.14,81.94,3.32
07-11-2017 00:00,08-11-2017 00:00,77.33,42.42,87.64,68.47,6.15
08-11-2017 00:00,09-11-2017 00:00,43.96,31.28,68.9,99.39,3.14
09-11-2017 00:00,10-11-2017 00:00,99.26,35.22,91.81,66.12,5.89
10-11-2017 00:00,11-11-2017 00:00,52.51,24.38,60.58,93.62,3.24
11-11-2017 00:00,12-11-2017 00:00,89.77,26.93,80.66,55.62,7.31
12-11-2017 00:00,13-11-2017 00:00,89.59,28.3,86.12,59.12,7.27
13-11-2017 00:00,14-11-2017 00:00,80.35,29.97,85.49,59.83,7.09
14-11-2017 00:00,15-11-2017 00:00,79.89,20.29,63.91,43.4,7.02
15-11-2017 00:00,16-11-2017 00:00,77.34,9.99,51.63,31.13,7.18
16-11-2017 00:00,17-11-2017 00:00,91.61,24.07,78.03,52.59,7.21
17-11-2017 00:00,18-11-2017 00:00,90.17,12.03,61.03,36.96,7.04
18-11-2017 00:00,19-11-2017 00:00,65.07,20.6,64.33,75.18,4.21
19-11-2017 00:00,20-11-2017 00:00,80.84,31.53,85.42,60.42,7.26
20-11-2017 00:00,21-11-2017 00:00,82.87,35.56,89.73,65.46,7.19
21-11-2017 00:00,22-11-2017 00:00,48.27,31.74,67.42,59.63,6.3
22-11-2017 00:00,23-11-2017 00:00,56.18,31.2,75.91,67.62,6.22
23-11-2017 00:00,24-11-2017 00:00,75.52,31.76,97.21,66.61,7.29
24-11-2017 00:00,25-11-2017 00:00,99.08,31.3,97.49,66.49,7.28
25-11-2017 00:00,26-11-2017 00:00,101.56,37.45,105.25,74.03,7.28
26-11-2017 00:00,27-11-2017 00:00,87.59,39.12,104.53,74.7,7.63
27-11-2017 00:00,28-11-2017 00:00,75.49,43.08,101.56,75.67,7.51
28-11-2017 00:00,29-11-2017 00:00,83.85,40.67,101.98,74.4,7.33
29-11-2017 00:00,30-11-2017 00:00,81.99,26.83,76.36,53.46,8.13
30-11-2017 00:00,01-12-2017 00:00,49.12,24.16,58.66,43.2,7.94
01-12-2017 00:00,02-12-2017 00:00,29.86,35.48,85.22,63.06,6.96
02-12-2017 00:00,03-12-2017 00:00,102.78,36.34,102.57,72.04,7.29
03-12-2017 00:00,04-12-2017 00:00,86.83,27.65,76.84,54.19,7.09
04-12-2017 00:00,05-12-2017 00:00,117.87,33.16,96.65,67.22,7.2
05-12-2017 00:00,06-12-2017 00:00,85.66,18.96,58.61,40.01,6.95
06-12-2017 00:00,07-12-2017 00:00,112.73,20.39,69.43,46.15,7.35
07-12-2017 00:00,08-12-2017 00:00,103.2,32.46,84.73,60.97,7.08
08-12-2017 00:00,09-12-2017 00:00,128.19,60.89,146.22,108.31,7.19
09-12-2017 00:00,10-12-2017 00:00,133.55,39.91,119.72,82.55,7.01
10-12-2017 00:00,11-12-2017 00:00,136.95,30,102.73,68.26,6.85
11-12-2017 00:00,12-12-2017 00:00,49.2,10.01,36.1,81.46,3.17
12-12-2017 00:00,13-12-2017 00:00,25.98,7.1,19.63,60.92,1.11
